EFX_ID|EFX_NAME|EFX_LEGAL_NAME|EFX_ADDRESS|EFX_CITY|EFX_STATE|EFX_STATEC|EFX_ZIPCODE|EFX_ZIP4|EFX_LAT|EFX_LO-|EFX_GEOPREC|EFX_REGION|EFX_CTRYISOCD|EFX_CTRYNUM|EFX_CTRYNAME|EFX_COUNTYNM|EFX_COUNTY|EFX_CMSA|EFX_CMSADESC|EFX_SOHO|EFX_BIZ|EFX_RES|EFX_CMRA|EFX_CONGRESS|EFX_SECADR|EFX_SECCTY|EFX_SECSTAT|EFX_STATEC2|EFX_SECZIP|EFX_SECZIP4|EFX_SECLAT|EFX_SECLO-|EFX_SECGEOPREC|EFX_SECREGION|EFX_SECCTRYISOCD|EFX_SECCTRYNUM|EFX_SECCTRYNAME|EFX_CTRYTELCD|EFX_GENDER|EFX_ETHNICITY|EFX_MBE|EFX_WBE|EFX_VET|EFX_BUSSIZE|EFX_GOV|EFX_FGOV|EFX_NONPROFIT|EFX_EDU|EFX_BUSSTAT|EFX_BUSSTATCD|EFX_WEB|EFX_YREST|EFX_CORPEMPCNT|EFX_LOCEMPCNT|EFX_CORPEMPCD|EFX_LOCEMPCD|EFX_CORPAMOUNT|EFX_CORPAMOUNTCD|EFX_CORPAMOUNTTP|EFX_CORPAMOUNTPREC|EFX_LOCAMOUNT|EFX_LOCAMOUNTCD|EFX_LOCAMOUNTTP|EFX_LOCAMOUNTPREC|EFX_PUBLIC|EFX_STKEXC|EFX_TCKSYM|EFX_PRIMSIC|EFX_SECSIC1|EFX_SECSIC2|EFX_SECSIC3|EFX_SECSIC4|EFX_PRIMSICDESC|EFX_SECSICDESC1|EFX_SECSICDESC2|EFX_SECSICDESC3|EFX_SECSICDESC4|EFX_PRIMNAICSCODE|EFX_SECNAICS1|EFX_SECNAICS2|EFX_SECNAICS3|EFX_SECNAICS4|EFX_PRIMNAICSDESC|EFX_SECNAICSDESC1|EFX_SECNAICSDESC2|EFX_SECNAICSDESC3|EFX_SECNAICSDESC4|EFX_LEGSUBNUMALL|EFX_LEGSUBNAMEALL|EFX_LEGSUBADDRESSALL|EFX_LEGSUBCITYALL|EFX_LEGSUBSTATEALL|EFX_LEGSUBZIPCODEALL|EFX_LEGSUBZIP4ALL|EFX_LEGSUBCOUNTYALL|EFX_LEGSUBCTRYISOCDALL|EFX_LEGSUBCTRYNUMALL|EFX_LEGSUBCTRYNAMEALL|EFX_LEGDOMULTNUMALL|EFX_LEGDOMULTNAMEALL|EFX_LEGDOMULTADDRESSALL|EFX_LEGDOMULTCITYALL|EFX_LEGDOMULTSTATEALL|EFX_LEGDOMULTZIPCODEALL|EFX_LEGDOMULTZIP4ALL|EFX_LEGDOMULTCOUNTYALL|EFX_LEGDOMULTCTRYISOCDALL|EFX_LEGDOMULTCTRYNUMALL|EFX_LEGDOMULTCTRYNAMEALL|EFX_LEGULTNUMALL|EFX_LEGULTNAMEALL|EFX_LEGULTADDRESSALL|EFX_LEGULTCITYALL|EFX_LEGULTSTATEALL|EFX_LEGULTZIPCODEALL|EFX_LEGULTZIP4ALL|EFX_LEGULTCOUNTYALL|EFX_LEGULTCTRYISOCDALL|EFX_LEGULTCTRYNUMALL|EFX_LEGULTCTRYNAMEALL|EFX_LEGULTPARENTIND|EFX_LEGPARENTIND|EFX_LEGLINKEDIND|EFX_AFFLULTNUMALL|EFX_AFFLULTNAMEALL|EFX_AFFLULTADDRESSALL|EFX_AFFLULTCITYALL|EFX_AFFLULTSTATEALL|EFX_AFFLULTZIPCODEALL|EFX_AFFLULTZIP4ALL|EFX_AFFULTCOUNTYALL|EFX_AFFLULTCTRYISOCDALL|EFX_AFFLULTCTRYNUMALL|EFX_AFFLULTCTRYNAMEALL|EFX_AFFLLINKEDIND|EFX_FRANCHISE|EFX_AFFLULTPARENTIND|EFX_AFFLPARENTIND|EFX_FOREIGN|EFX_FAILRATE|EFX_FAILLEVEL|EFX_FAILREASON1|EFX_FAILREASON2|EFX_FAILREASON3|EFX_FAILREASON4|EFX_CREDITSCORE|EFX_CREDITCLASS|EFX_CREDITPERC|EFX_CREDITREASON1|EFX_CREDITREASON2|EFX_CREDITREASON3|EFX_CREDITREASON4|EFX_BANKRUPTCY|EFX_DEAD|EFX_DEADDT|EFX_MRKT_TELEVER|EFX_MRKT_TELESCORE|EFX_MRKT_TOTALSCORE|EFX_MRKT_TOTALIND|EFX_MRKT_VACANT|EFX_MRKT_SEASONAL|EFX_EXTRACT_DATE
416|WOAIE UN T IATGAIAY||18 FARD AG EN |BRISTOL|MA|25|1111|1541|41.155647|-71.615141|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|Y||Y||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.woaieuntiatgaiay.com|1991|2|2|A|A|158|A|Corporate Sales|MDL|158|A|Location Sales|MDL||||7221|7389|7384|||PHOTOGRAPHIC STUDIOS, PORTRAIT|BUSINESS SERVICES, NEC|PHOTOFINISHING LABORATORIES|||541921|812990||||Photography Studios, Portrait|All Other Personal Services||||416|WDOAIDE DUDN T IATGAIAY|18 FADT ADG EN|GWM|MA|1111|1541|13|USA|840|United States of America|416|WDOAIDE DUDN T IATGAIAY|18 FADT ADG EN|GWM|MA|1111|1541|13|USA|840|United States of America|416|WDOAIDE DUDN T IATGAIAY|18 FADT ADG EN|GWM|MA|1111|1541|13|USA|840|United States of America||||416|WDOAIDE DUDN T IATGAIAY|18 FADT ADG EN|GWM|MA|1111|1541|13|USA|840|United States of America||||||2|1|||||504|2|72|C0066|C1209|C1206|C1324||||Y|5|5|M|||6/21/2021
419|AYTE NE||175 IANGFE RD |BRISTOL|MA|25|1111|1555|41.187717|-71.637831|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.aytene.com|1998|2|2|A|A|48|A|Corporate Sales|MDL|48|A|Location Sales|MDL||||7231|7200||||BEAUTY SHOPS|PERSONAL SERVICES||||812113|812112||||Nail Salons|Beauty Salons||||417|DAYDTE NED|175 DIANGFED RD|GWM|MA|1111|1555|13|USA|840|United States of America|417|DAYDTE NED|175 DIANGFED RD|GWM|MA|1111|1555|13|USA|840|United States of America|417|DAYDTE NED|175 DIANGFED RD|GWM|MA|1111|1555|13|USA|840|United States of America||||417|DAYDTE NED|175 DIANGFED RD|GWM|MA|1111|1555|13|USA|840|United States of America||||||||||||473|3|44||||||||Y|5|5|M|||6/21/2021
420|AA N OAI||381 WENUST XRD |BRISTOL|MA|25|1111|1513|41.175718|-71.631677|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|M|Ethnicity N/A||||S|||||||www.abc.aanoai.com|1992|14|4|C|A|134|A|Corporate Sales|MDL|134|A|Location Sales|MDL||||7231|7699|1799|5945|5941|BEAUTY SHOPS|REPAIR SHOPS AND RELATED SERVICES, NEC|SPECIAL TRADE CONTRACTORS, NEC|HOBBY, TOY, AND GAME SHOPS|SPORTING GOODS STORES AND BICYCLE SHOPS|812112|||||Beauty Salons|||||411|AA ND DOAI|381 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America|411|AA ND DOAI|381 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America|411|AA ND DOAI|381 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America||||411|AA ND DOAI|381 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America||||||1|1|||||519|2|84|C0392|C1209|C1206|C1324||||Y|5|5|M|||6/21/2021
422|UBU AA GN||411 OAIIA RD |BRISTOL|MA|25|1111|1137|41.178117|-71.631777|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|||Y||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.ubuaagn.com|1990|4|4|A|A|134|A|Corporate Sales|MDL|134|A|Location Sales|MDL||||7231|||||BEAUTY SHOPS|||||812112|||||Beauty Salons|||||411|UBU AA DDGN|411 DOAIIA RD|GWM|MA|1111|1137|13|USA|840|United States of America|411|UBU AA DDGN|411 DOAIIA RD|GWM|MA|1111|1137|13|USA|840|United States of America|411|UBU AA DDGN|411 DOAIIA RD|GWM|MA|1111|1137|13|USA|840|United States of America||||411|UBU AA DDGN|411 DOWNAIIA RD|GWM|MA|1111|1137|13|USA|840|United States of America||||||||||||473|3|44||||||||Y|5|5|M|||6/21/2021
424|BTN ||333 WENUST XRD |BRISTOL|MA|25|1111|1513|41.188158|-71.617177|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.btn.com|1990|12|5|C|B|168|A|Corporate Sales|MDL|168|A|Location Sales|MDL||||7231|7241|7991|||BEAUTY SHOPS|BARBER SHOPS|PHYSICAL FITNESS FACILITIES|||812112|812111||||Beauty Salons|Barber Shops||||414|DBDTND |333 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America|414|DBDTND |333 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America|414|DBDTND |333 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America||||414|DBDTND |333 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America||||||||||||473|3|44||||||||Y|5|4|M|||6/21/2021
425|EN  A N Y I, IN||337 WENUST XRD |BRISTOL|MA|25|1111|1513|41.175871|-71.631751|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.enanyiin.com|1996|4|3|A|A|117|A|Corporate Sales|MDL|129|A|Location Sales|MDL||||7231|||||BEAUTY SHOPS|||||812112|||||Beauty Salons|||||415|DEN D DAD ND DY DI, IND|337 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America|415|DEN D DAD ND DY DI, IND|337 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America|415|DEN D DAD ND DY DI, IND|337 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America||||415|DEN D DAD ND DY DI, IND|337 WENUT RD XT|GWM|MA|1111|1513|13|USA|840|United States of America||||||1|1|||||395|4|24|H0677|C3007|C3001|C0392||||Y|5|5|M|||6/21/2021
426|AA TANQU||157 MAIN RD |BRISTOL|MA|25|1111|1854|41.186571|-71.611717|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.aatanqu.com|1986|3|2|A|A|67|A|Corporate Sales|MDL|69|A|Location Sales|MDL||||7231|||||BEAUTY SHOPS|||||812112|||||Beauty Salons|||||416|DAA TDANQUD|157 MAIN RD|GWM|MA|1111|1854|13|USA|840|United States of America|416|DAA TDANQUD|157 MAIN RD|GWM|MA|1111|1854|13|USA|840|United States of America|416|DAA TDANQUD|157 MAIN RD|GWM|MA|1111|1854|13|USA|840|United States of America||||416|DAA TDANQUD|157 MAIN RD|GWM|MA|1111|1854|13|USA|840|United States of America||||||1|1|||||432|3|32|G4000|C0066|C0392|C1209||||Y|5|5|M|Y||6/21/2021
428|AA ITAUM||711 IANGFE RD |AGAWAM|MA|25|1131|1117|41.178331|-71.651151|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.aaitaum.com|1992|5|5|B|B|168|A|Corporate Sales|MDL|168|A|Location Sales|MDL||||7231|7200||||BEAUTY SHOPS|PERSONAL SERVICES||||812112|||||Beauty Salons|||||418|AA DIDTAUM|711 DIANGFED RD|GWM|MA|1131|1117|13|USA|840|United States of America|418|AA DIDTAUM|711 DIANGFED RD|GWM|MA|1131|1117|13|USA|840|United States of America|418|AA DIDTAUM|711 DIANGFED RD|GWM|MA|1131|1117|13|USA|840|United States of America||||418|AA DIDTAUM|711 DIANGFED RD|GWM|MA|1131|1117|13|USA|840|United States of America||||||||||||473|3|44||||||||Y|5|5|M|||6/21/2021
431|A NE||336 WENUST XRD |BRISTOL|MA|25|1111|1514|41.187567|-71.617188|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.ane.com|1997|2|1|A|A|48|A|Corporate Sales|MDL|48|A|Location Sales|MDL||||7231|||||BEAUTY SHOPS|||||812113|812112||||Nail Salons|Beauty Salons||||431|AD NED|336 WENUT RD XT|GWM|MA|1111|1514|13|USA|840|United States of America|431|AD NED|336 WENUT RD XT|GWM|MA|1111|1514|13|USA|840|United States of America|431|AD NED|336 WENUT RD XT|GWM|MA|1111|1514|13|USA|840|United States of America||||431|AD NED|336 WENUT RD XT|GWM|MA|1111|1514|13|USA|840|United States of America||||||||||||473|3|44||||||||Y|5|5|M|||6/21/2021
433|BB BABA AI||13 MIE RD |BRISTOL|MA|25|1111|1313|41.175517|-71.631178|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|M|Ethnicity N/A||||S|||||||www.abc.bbbabaai.com|1998|2|1|A|A|73|A|Corporate Sales|MDL|73|A|Location Sales|MDL||||7241|||||BARBER SHOPS|||||812111|||||Barber Shops|||||433|BBD BABA DAI|13 MIE RD|GWM|MA|1111|1313|13|USA|840|United States of America|433|BBD BABA DAI|13 MIE RD|GWM|MA|1111|1313|13|USA|840|United States of America|433|BBD BABA DAI|13 MIE RD|GWM|MA|1111|1313|13|USA|840|United States of America||||433|BBD BABA DAI|13 MIE RD|GWM|MA|1111|1313|13|USA|840|United States of America||||||1|1|||||473|3|44||||||||Y|5|5|M|||6/21/2021
435|OAIENE FATA FUNAE AND AMTN|OAIAAG CORPUNAE AENG LLC|785 MAIN RD |BRISTOL|MA|25|1111|1581|41.157847|-71.616881|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|M|Ethnicity N/A||||X|||||Corporation|4|www.abc.oaienefatafunaeamtn.com|1994|2317|6|I|B|317448|I|Corporate Revenue|ACTUAL|763|B|Location Sales|MDL|2|||7261|||||FUNERAL SERVICE AND CREMATORIES|||||812210|812220||||Funeral Homes and Funeral Services|Cemeteries and Crematories||||17118164|DOAIAAG FUNAE AEDNGD LLD.|3141 IDT K BEVD RD 311|GWM|MA|77156|6513|201|USA|840|United States of America|16113646|DOAIAAG NTAIAIED, LLD.|3141 IDT K BAVET, DUT 311|GWM|MA|77156|||USA|840|United States of America|16113646|DOAIAAG NTAIAIED, LLD.|3141 IDT K BAVET, DUT 311|GWM|MA|77156|||USA|840|United States of America|||Y|16113646|DOAIAAG NTAIAIED, LLD.|3141 IDT K BAVET, DUT 311|GWM|MA|77156|||USA|840|United States of America|Y|||||7|2|C5007|C0207|||393|4|23|H0661|C1500|C3008|C1381||||Y|5|5|M|||6/21/2021
436|GWM FUNAE AM|GWM CORPUNAE AM, LLC.|184 MAIN RD |BRISTOL|MA|25|1111|1867|41.184711|-71.617637|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.gwmfunaeam.com|1955|7|7|B|B|776|B|Corporate Sales|MDL|796|B|Location Sales|MDL||||7261|5148||||FUNERAL SERVICE AND CREMATORIES|FRESH FRUITS AND VEGETABLES||||812210|812220|541618|237120||Funeral Homes and Funeral Services|Cemeteries and Crematories|Other Management Consulting Services|Oil and Gas Pipeline and Related Structures Construction||436|GWM FUNAE AM|184 MAIN RD|GWM|MA|1111|1813|13|USA|840|United States of America|436|GWM FUNAE AM|184 MAIN RD|GWM|MA|1111|1813|13|USA|840|United States of America|436|GWM FUNAE AM|184 MAIN RD|GWM|MA|1111|1813|13|USA|840|United States of America||||436|GWM FUNAE AM|184 MAIN RD|GWM|MA|1111|1813|13|USA|840|United States of America||||||1|1|||||529|1|92|C0392|C1209|C1324|||||Y|5|5|M|||6/21/2021
437|BAEY B  OAI||71 AWEST |BRISTOL|MA|25|1111|1117|41.174111|-71.638831|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|Y||Y||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.baeyboai.com|1981|5|2|B|A|73|A|Corporate Sales|MDL|93|A|Location Sales|MDL||||7291|8721||||TAX RETURN PREPARATION SERVICES|ACCOUNTING, AUDITING, AND BOOKKEEPING SERVICES||||541213|||||Tax Preparation Services|||||437|BADEY B  DOAI|71 AWET RD|GWM|MA|1111|1117|13|USA|840|United States of America|437|BADEY B  DOAI|71 AWET RD|GWM|MA|1111|1117|13|USA|840|United States of America|437|BADEY B  DOAI|71 AWET RD|GWM|MA|1111|1117|13|USA|840|United States of America||||437|BADEY B  DOAI|71 AWET RD|GWM|MA|1111|1117|13|USA|840|United States of America||||||6|2|||||458|3|39|G4000|C0066|C1209|C1206||||Y|5|5|M|||6/21/2021
442|MAY NN TAEA||181 EM RD |BRISTOL|MA|25|1111|1444|41.164737|-71.61738|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|||Y||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.maynntaea.com|2001|9|0|B||116|A|Corporate Sales|MDL|156|A|Location Sales|MDL||||7299|||||MISCELLANEOUS PERSONAL SERVICES, NEC|||||812990|812000||||All Other Personal Services|Personal and Laundry Services||||17876747|BY WDT IIADET|181 EM RD|GWM|MA|1111|1444|13|USA|840|United States of America|17876747|BY WDT IIADET|181 EM RD|GWM|MA|1111|1444|13|USA|840|United States of America|17876747|BY WDT IIADET|181 EM RD|GWM|MA|1111|1444|13|USA|840|United States of America|||Y|17876747|BY WDT IIADET|181 EM RD|GWM|MA|1111|1444|13|USA|840|United States of America|Y|||||||||||470|3|43|||||||| |1|1|A|||6/21/2021
445|MY TN FTAY|TN CORPTAY INC|851 UFFE RD |BRISTOL|MA|25|1111|1718|41.16181|-71.631113|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.mytnftay.com|1985|3|0|A||145|A|Corporate Sales|MDL|128|A|Location Sales|MDL||||7299|||||MISCELLANEOUS PERSONAL SERVICES, NEC|||||812990|812199||||All Other Personal Services|Other Personal Care Services||||31311571|TN FDTAY IND|5167 AVEE RD|GWM|MA|87118|1537|3|USA|840|United States of America|31311571|TN FDTAY IND|5167 AVEE RD|GWM|MA|87118|1537|3|USA|840|United States of America|31311571|TN FDTAY IND|5167 AVEE RD|GWM|MA|87118|1537|3|USA|840|United States of America|||Y|31311571|TN FDTAY IND|5167 AVEE RD|GWM|MA|87118|1537|3|USA|840|United States of America|Y|||||1|1|||||473|3|44||||||||Y|5|5|M|Y||6/21/2021
446|AKA MG FNG AEE||313 WENUST RD |BRISTOL|MA|25|1111|1471|41.187437|-71.618717|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|||||1||||||||||||0||1|F|Ethnicity N/A||Y||S|||||||www.abc.akamgfngaee.com|2001|2|1|A|A|61|A|Corporate Sales|MDL|62|A|Location Sales|MDL||||7299|||||MISCELLANEOUS PERSONAL SERVICES, NEC|||||812990|812199||||All Other Personal Services|Other Personal Care Services||||446|DAKA MG FDNG AEED|313 WENUT RD RD |GWM|MA|1111|1471|13|USA|840|United States of America|446|DAKA MG FDNG AEED|313 WENUT RD RD |GWM|MA|1111|1471|13|USA|840|United States of America|446|DAKA MG FDNG AEED|313 WENUT RD RD |GWM|MA|1111|1471|13|USA|840|United States of America||||446|DAKA MG FDNG AEED|313 WENUT RD RD |GWM|MA|1111|1471|13|USA|840|United States of America||||||4|1|C0022||||473|3|44|||||||| |1|1|A|||6/21/2021
448|E BUN V.|E BUN NTAIAIE LLC|571 EVA RD |BRISTOL|MA|25|1111|1714|41.157117|-71.647658|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.ebunv.com|1993|10|5|C|B|1131|C|Corporate Sales|MDL|1031|C|Location Sales|MDL||||7331|2752|5044|7389||DIRECT MAIL ADVERTISING SERVICES|COMMERCIAL PRINTING, LITHOGRAPHIC|OFFICE EQUIPMENT|BUSINESS SERVICES, NEC||511140|541860|561439|||Directory and Mailing List Publishers|Direct Mail Advertising|Other Business Service Centers (including Copy Shops)|||448|ED BUDNDD DVD.|571 DEVA RD|GWM|MA|1111|1714|13|USA|840|United States of America|448|ED BUDNDD DVD.|571 DEVA RD|GWM|MA|1111|1714|13|USA|840|United States of America|448|ED BUDNDD DVD.|571 DEVA RD|GWM|MA|1111|1714|13|USA|840|United States of America||||448|ED BUDNDD DVD.|571 THIRD RD|GWM|MA|1111|1714|13|USA|840|United States of America||||||1|1|||||441|3|34|C0066|C1401|C0392|C1209||||Y|4|4|M|||6/21/2021
449|V NNY IATGAIAY||15 JAN RD |AGAWAM|MA|25|1113|1316|41.186171|-71.617641|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|||Y||1||||||||||||0||1|M|Ethnicity N/A||||S|||||Corporation|4|www.abc.vnnyiatgaiay.com|1989|2|1|A|A|48|A|Corporate Sales|MDL|48|A|Location Sales|MDL||||7335|7221||||COMMERCIAL PHOTOGRAPHY|PHOTOGRAPHIC STUDIOS, PORTRAIT||||541921|||||Photography Studios, Portrait|||||447|DV NNY IATGAIAY|15 JAN RD|GWM|MA|1113|1316|13|USA|840|United States of America|447|DV NNY IATGAIAY|15 JAN RD|GWM|MA|1113|1316|13|USA|840|United States of America|447|DV NNY IATGAIAY|15 JAN RD|GWM|MA|1113|1316|13|USA|840|United States of America||||447|DV NNY IATGAIAY|15 JAN RD|GWM|MA|1113|1316|13|USA|840|United States of America||||||||||||473|3|44|||||||| |1|1|A|||6/21/2021
450|EZAU AMOAIE NTAIAIE,LLC.|EZAU AMOAIE NTAIAIE, LLC|147 EMGAN A |BRISTOL|MA|25|1111|3818|41.154377|-71.65887|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1|PO BOX 967|BRISTOL|MA|25|1111|368|41.16158|-71.615877|255||USA|840|United States of America|1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.ezauamoaientaiaiell.com|2007|2|2|A|A|151|A|Corporate Sales|MDL|0|||||||7342|5999|4953|7300||DISINFECTING AND PEST CONTROL SERVICES|MISCELLANEOUS RETAIL STORES, NEC|REFUSE SYSTEMS|BUSINESS SERVICES||561710|561720|453998|||Exterminating and Pest Control Services|Janitorial Services|All Other Miscellaneous Store Retailers (except Tobacco Stores)|||451|EZAUD DAMDOAIE NTAIAIE, LLD.|147 EMGAN DA|GWM|MA|1111|3818|13|USA|840|United States of America|451|EZAUD DAMDOAIE NTAIAIE, LLD.|147 EMGAN DA|GWM|MA|1111|3818|13|USA|840|United States of America|451|EZAUD DAMDOAIE NTAIAIE, LLD.|147 EMGAN DA|GWM|MA|1111|3818|13|USA|840|United States of America|Y|Y|Y|451|EZAUD DAMDOAIE NTAIAIE, LLD.|147 EMGAN DA|GWM|MA|1111|3818|13|USA|840|United States of America|Y||Y|Y||4|1|C0022||||386|4|22|G4000|C0066|C0392|C1206||||Y|5|4|M|||6/21/2021
453|MIAE JNTAE V.||364 URDA RD |BRISTOL|MA|25|1111|3633|41.143151|-71.633173|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|Y||Y||1||||||||||||0||1|M|Ethnicity N/A||||S|||||||www.abc.miaejntaev.com|2001|1|1|A|A|134|A|Corporate Sales|MDL|134|A|Location Sales|MDL||||6531|||||REAL ESTATE AGENTS AND MANAGERS|||||531390|||||Other Activities Related to Real Estate|||||453|MIAE JNTAE DVD.|364 DUTA RD|GWM|MA|1111|3633|13|USA|840|United States of America|453|MIAE JNTAE DVD.|364 DUTA RD|GWM|MA|1111|3633|13|USA|840|United States of America|453|MIAE JNTAE DVD.|364 DUTA RD|GWM|MA|1111|3633|13|USA|840|United States of America||||453|MIAE JNTAE DVD.|364 DUTA RD|GWM|MA|1111|3633|13|USA|840|United States of America||||||||||||486|3|54|||||||| |1|1|A|||6/21/2021
455|NT N TY ENNG NTAIAIE||583 MAIN RD |BRISTOL|MA|25|1111|1546|41.174161|-71.614388|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA|||Y||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.ntntyenngntaiaie.com|1998|12|5|C|B|61|A|Corporate Sales|MDL|62|A|Location Sales|MDL||||7349|||||BUILDING CLEANING AND MAINTENANCE SERVICES, NEC|||||561720|561790||||Janitorial Services|Other Services to Buildings and Dwellings||||455|NT ND TDY DENNG NTAIAIED|583 MAIN RD|GWM|MA|1111|1546|13|USA|840|United States of America|455|NT ND TDY DENNG NTAIAIED|583 MAIN RD|GWM|MA|1111|1546|13|USA|840|United States of America|455|NT ND TDY DENNG NTAIAIED|583 MAIN RD|GWM|MA|1111|1546|13|USA|840|United States of America||||455|NT ND TDY DENNG NTAIAIED|583 MAIN RD|GWM|MA|1111|1546|13|USA|840|United States of America||||||||||||473|3|44|||||||| |1|1|A|||6/21/2021
458|LLC| LLC|71 AMA OAIA  |BRISTOL|MA|25|1111|1651|41.185171|-71.631766|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4||1997|5|5|B|B|61|A|Corporate Sales|MDL|62|A|Location Sales|MDL||||7349|||||BUILDING CLEANING AND MAINTENANCE SERVICES, NEC|||||238990|||||All Other Specialty Trade Contractors|||||458|DD LLD|71 AMA DOAIA D|GWM|MA|1111|1517|13|USA|840|United States of America|458|DD LLD|71 AMA DOAIA D|GWM|MA|1111|1517|13|USA|840|United States of America|458|DD LLD|71 AMA DOAIA D|GWM|MA|1111|1517|13|USA|840|United States of America||||458|DD LLD|71 AMA DOWNAIA D|GWM|MA|1111|1517|13|USA|840|United States of America||||||||||||473|3|44|||||||| |1|1|A|||6/21/2021
459|FFETBE UT ENNG|FFETBE UT ENNG|81 AMA OAIA  |BRISTOL|MA|25|1111|1518|41.185117|-71.631171|255||USA|840|United States of America|Hampden County|13|8000|Springfield, MA||Y|||1||||||||||||0||1|M|Ethnicity N/A||||S|||||Corporation|4|www.abc.ffetbeutenng.com|1996|5|5|B|B|1177|C|Corporate Sales|MDL|1079|C|Location Sales|MDL||||1711|1799|1700|7217|7349|PLUMBING, HEATING, AND AIR-CONDITIONING|SPECIAL TRADE CONTRACTORS, NEC|SPECIAL TRADE CONTRACTORS|CARPET AND UPHOLSTERY CLEANING|BUILDING CLEANING AND MAINTENANCE SERVICES, NEC|238220|811112|238990|561790|561740|Plumbing, Heating, and Air-Conditioning Contractors|Automotive Exhaust System Repair|All Other Specialty Trade Contractors|Other Services to Buildings and Dwellings|Carpet and Upholstery Cleaning Services|457|FFETBE DUDT DENNG|81 AMA DOAIA D|GWM|MA|1111|1518|13|USA|840|United States of America|457|FFETBE DUDT DENNG|81 AMA DOAIA D|GWM|MA|1111|1518|13|USA|840|United States of America|457|FFETBE DUDT DENNG|81 AMA DOAIA D|GWM|MA|1111|1518|13|USA|840|United States of America||||457|FFETBE DUDT DENNG|81 AMA DOWNAIA D|GWM|MA|1111|1518|13|USA|840|United States of America||||||1|1|C0207||||379|4|19|H0677|C1401|C1065|C0392||||Y|5|5|M|||6/21/2021
